Title,Year,Scopus Source title,Citations,DOI,Journal title,OA model
Gradient-based multidisciplinary design of wind farms with continuous-variable formulations,2017,Applied Energy,6,10.1016/j.apenergy.2017.04.030,Applied Energy,Hybrid
"Introducing metaknowledge: Software for computational research in information science, network analysis, and science of science",2017,Journal of Informetrics,6,10.1016/j.joi.2016.12.005,Journal of Informetrics,Hybrid
Experimental and numerical investigation of texture evolution and the effects of intragranular backstresses in aluminum alloys subjected to large strain cyclic deformation,2017,International Journal of Plasticity,6,10.1016/j.ijplas.2016.11.003,International Journal of Plasticity,Hybrid
Multiaxial cyclic behaviour and fatigue modelling of AM30 Mg alloy extrusion,2017,International Journal of Fatigue,6,10.1016/j.ijfatigue.2016.12.037,International Journal of Fatigue,Hybrid
Visualising data distributions with kernel density estimation and reduced chi-squared statistic,2017,Geoscience Frontiers,6,10.1016/j.gsf.2017.05.002,Geoscience Frontiers,Open Access
Biocompatible polymer microneedle for topical/dermal delivery of tranexamic acid,2017,Journal of Controlled Release,6,10.1016/j.jconrel.2017.06.016,Journal of Controlled Release,Hybrid
Greenhouse gas emissions reductions from applications of Power-to-Gas in power generation,2017,Sustainable Energy Technologies and Assessments,6,10.1016/j.seta.2017.02.003,Sustainable Energy Technologies and Assessments,Hybrid
Dynamic reduced order modeling of an entrained-flow slagging gasifier using a new recirculation ratio correlation,2017,Fuel,6,10.1016/j.fuel.2017.01.079,Fuel,Hybrid
A KPI-based process monitoring and fault detection framework for large-scale processes,2017,ISA Transactions,6,10.1016/j.isatra.2017.01.029,ISA Transactions,Hybrid
Carbon nanowalls: A new material for resistive switching memory devices,2017,Carbon,6,10.1016/j.carbon.2017.05.004,Carbon,Hybrid
Modeling the formability of aluminum alloys at elevated temperatures using a new thermo-elasto-viscoplastic crystal plasticity framework,2017,International Journal of Mechanical Sciences,6,10.1016/j.ijmecsci.2017.05.005,International Journal of Mechanical Sciences,Hybrid
Effects of rare earth oxide additive on surface and tribological properties of polyimide composites,2017,Applied Surface Science,6,10.1016/j.apsusc.2017.04.172,Applied Surface Science,Hybrid
Stochastic modeling of polymer electrolyte membrane fuel cell gas diffusion layers – Part 2: A comprehensive substrate model with pore size distribution and heterogeneity effects,2017,International Journal of Hydrogen Energy,6,10.1016/j.ijhydene.2017.04.269,International Journal of Hydrogen Energy,Hybrid
Comparison of stochastic fault detection and classification algorithms for nonlinear chemical processes,2017,Computers and Chemical Engineering,6,10.1016/j.compchemeng.2017.05.016,Computers and Chemical Engineering,Hybrid
On RAC drawings of 1-planar graphs,2017,Theoretical Computer Science,6,10.1016/j.tcs.2017.05.039,Theoretical Computer Science,Hybrid
Aquatic macroinvertebrates are poor indicators of agricultural activity in northern prairie pothole wetlands,2017,Ecological Indicators,6,10.1016/j.ecolind.2017.06.013,Ecological Indicators,Hybrid
Evaluation of the cycling performance of a sorbent for H2S removal and simulation of desulfurization-regeneration processes,2017,Chemical Engineering Journal,6,10.1016/j.cej.2017.05.098,Chemical Engineering Journal,Hybrid
Analysis of protein enrichment during single- and multi-stage tribo-electrostatic bioseparation processes for dry fractionation of legume flour,2017,Separation and Purification Technology,6,10.1016/j.seppur.2016.11.050,Separation and Purification Technology,Hybrid
High-resolution global maps of 21st-century annual forest loss: Independent accuracy assessment and application in a temperate forest region of Atlantic Canada,2017,Remote Sensing of Environment,6,10.1016/j.rse.2016.10.040,Remote Sensing of Environment,Hybrid
Monotonic and cyclic behaviour of cast and cast-forged AZ80 Mg,2017,International Journal of Fatigue,6,10.1016/j.ijfatigue.2017.06.038,International Journal of Fatigue,Hybrid
A randomized controlled study of practice facilitation to improve the provision of medication management services in Alberta community pharmacies,2017,Research in Social and Administrative Pharmacy,6,10.1016/j.sapharm.2016.02.013,Research in Social and Administrative Pharmacy,Hybrid
"Supporting the human life-raft in confronting the juggernaut of technology: Jens Rasmussen, 1961–1986",2017,Applied Ergonomics,6,10.1016/j.apergo.2016.01.016,Applied Ergonomics,Hybrid
Residents’ support for red tourism in China: The moderating effect of central government,2017,Annals of Tourism Research,6,10.1016/j.annals.2017.03.001,Annals of Tourism Research,Hybrid
The effect of He+irradiation on hardness and elastic modulus of Fe-Cr–40 wt.% TiB2composite rod designed for neutron absorbing,2017,Journal of Alloys and Compounds,6,10.1016/j.jallcom.2017.03.350,Journal of Alloys and Compounds,Hybrid
Post-fire ecohydrological conditions at peatland margins in different hydrogeological settings of the Boreal Plain,2017,Journal of Hydrology,6,10.1016/j.jhydrol.2017.03.034,Journal of Hydrology,Hybrid
What did you have in mind? Examining the content of intentional and unintentional types of mind wandering,2017,Consciousness and Cognition,6,10.1016/j.concog.2017.03.007,Consciousness and Cognition,Hybrid
Uptake of Community Pharmacist-Delivered MedsCheck Diabetes Medication Review Service in Ontario between 2010 and 2014,2017,Canadian Journal of Diabetes,6,10.1016/j.jcjd.2016.12.001,Canadian Journal of Diabetes,Hybrid
Engineered architecture of nitrogenous graphene encapsulating porous carbon with nano-channel reactors enhancing the PEM fuel cell performance,2017,Nano Energy,6,10.1016/j.nanoen.2017.10.051,Nano Energy,Hybrid
Susceptibility to cigarette smoking among middle and high school e-cigarette users in Canada,2017,Preventive Medicine,6,10.1016/j.ypmed.2017.07.017,Preventive Medicine,Hybrid
Pedestrian level wind assessment through city development: A study of the financial district in Toronto,2017,Sustainable Cities and Society,6,10.1016/j.scs.2017.06.004,Sustainable Cities and Society,Hybrid
"Gini-type measures of risk and variability: Gini shortfall, capital allocations, and heavy-tailed risks",2017,Journal of Banking and Finance,6,10.1016/j.jbankfin.2017.06.013,Journal of Banking and Finance,Hybrid
Direct-methane solid oxide fuel cell (SOFC) with Ni-SDC anode-supported cell,2017,International Journal of Hydrogen Energy,6,10.1016/j.ijhydene.2017.07.117,International Journal of Hydrogen Energy,Hybrid
Pitch angle control for a small-scale Darrieus vertical axis wind turbine with straight blades (H-Type VAWT),2017,Renewable Energy,6,10.1016/j.renene.2017.07.068,Renewable Energy,Hybrid
Fast quantitation of opioid isomers in human plasma by differential mobility spectrometry/mass spectrometry via SPME/open-port probe sampling interface,2017,Analytica Chimica Acta,6,10.1016/j.aca.2017.08.023,Analytica Chimica Acta,Hybrid
Monitoring the evolution and migration of a methane gas plume in an unconfined sandy aquifer using time-lapse GPR and ERT,2017,Journal of Contaminant Hydrology,6,10.1016/j.jconhyd.2017.08.011,Journal of Contaminant Hydrology,Hybrid
Correlation between mechanical dissipation and improved X-band electromagnetic shielding capabilities of amine functionalized graphene/thermoplastic polyurethane composites,2017,European Polymer Journal,6,10.1016/j.eurpolymj.2017.08.038,European Polymer Journal,Hybrid
Identification of critical contaminants in wastewater effluent for managed aquifer recharge,2017,Chemosphere,6,10.1016/j.chemosphere.2016.12.120,Chemosphere,Hybrid
Development of an innovative prestressing CFRP plate anchor: Numerical modelling and parametric study,2017,Composite Structures,6,10.1016/j.compstruct.2016.12.039,Composite Structures,Hybrid
Microbial selenium sulfide reduction for selenium recovery from wastewater,2017,Journal of Hazardous Materials,6,10.1016/j.jhazmat.2016.12.061,Journal of Hazardous Materials,Hybrid
Investigation of ozone and peroxone impacts on natural organic matter character and biofiltration performance using fluorescence spectroscopy,2017,Chemosphere,6,10.1016/j.chemosphere.2016.12.118,Chemosphere,Hybrid
Characterization of the flow in a gas-solid bubbling fluidized bed by pressure fluctuation,2017,Chemical Engineering Science,6,10.1016/j.ces.2017.09.001,Chemical Engineering Science,Hybrid
Fault-tolerant synchronization for nonlinear switching systems with time-varying delay,2017,Nonlinear Analysis: Hybrid Systems,5,10.1016/j.nahs.2016.06.005,Nonlinear Analysis: Hybrid Systems,Hybrid
Environmental Electrokinetics for a sustainable subsurface,2017,Chemosphere,5,10.1016/j.chemosphere.2017.03.143,Chemosphere,Hybrid
Effects of vitamin D and resveratrol on metabolic associated markers in liver and adipose tissue from SAMP8 mice,2017,Experimental Gerontology,5,10.1016/j.exger.2017.03.017,Experimental Gerontology,Hybrid
"Techno-economic, environmental, and safety assessment of hydrogen powered community microgrids; case study in Canada",2017,International Journal of Hydrogen Energy,5,10.1016/j.ijhydene.2017.03.083,International Journal of Hydrogen Energy,Hybrid
Effect of compositions of acceptor polymers on dark current and photocurrent of all-polymer bulk-heterojunction photodetectors,2017,Polymer,5,10.1016/j.polymer.2017.02.060,Polymer,Hybrid
A method for measuring relative in-plane diffusivity of thin and partially saturated porous media: An application to fuel cell gas diffusion layers,2017,International Journal of Heat and Mass Transfer,5,10.1016/j.ijheatmasstransfer.2017.02.096,International Journal of Heat and Mass Transfer,Hybrid
The hydrological functioning of a constructed fen wetland watershed,2017,Science of the Total Environment,5,10.1016/j.scitotenv.2017.06.101,Science of the Total Environment,Hybrid
Strengthening of shear-critical RC beams: Alternatives to externally bonded CFRP sheets,2017,Construction and Building Materials,5,10.1016/j.conbuildmat.2017.06.106,Construction and Building Materials,Hybrid
An improved grey dynamic trend incidence model with application to factors causing smog weather,2017,Expert Systems with Applications,5,10.1016/j.eswa.2017.06.012,Expert Systems With Applications,Hybrid
Global climatology based on the ACE-FTS version 3.5 dataset: Addition of mesospheric levels and carbon-containing species in the UTLS,2017,Journal of Quantitative Spectroscopy and Radiative Transfer,5,10.1016/j.jqsrt.2016.07.003,Journal of Quantitative Spectroscopy and Radiative Transfer,Hybrid
Experimental investigations of tuned liquid damper-structure interactions in resonance considering multiple parameters,2017,Journal of Sound and Vibration,5,10.1016/j.jsv.2016.10.036,Journal of Sound and Vibration,Hybrid
Enhancement of direct methanol fuel cell performance through the inclusion of zirconium phosphate,2017,International Journal of Hydrogen Energy,5,10.1016/j.ijhydene.2017.01.188,International Journal of Hydrogen Energy,Hybrid
Heavily nitrogen-doped acetylene black as a high-performance catalyst for oxygen reduction reaction,2017,Carbon,5,10.1016/j.carbon.2017.02.056,Carbon,Hybrid
"Tobacco use cessation interventions for lesbian, gay, bisexual, transgender and queer youth and young adults: A scoping review",2017,Preventive Medicine Reports,5,10.1016/j.pmedr.2017.02.004,Preventive Medicine Reports,Open Access
Cross-linked Pluronic-g-Polyacrylic acid microgel system for the controlled release of doxorubicin in pharmaceutical formulations,2017,European Journal of Pharmaceutics and Biopharmaceutics,5,10.1016/j.ejpb.2017.01.009,European Journal of Pharmaceutics and Biopharmaceutics,Hybrid
Release of phosphorus from crop residue and cover crops over the non-growing season in a cool temperate region,2017,Agricultural Water Management,5,10.1016/j.agwat.2017.04.015,Agricultural Water Management,Hybrid
Binder-jet powder-bed additive manufacturing (3D printing) of thick graphene-based electrodes,2017,Carbon,5,10.1016/j.carbon.2017.04.028,Carbon,Hybrid
"Hurricanes Ingrid and Manuel (2013) and their impact on the salinity of the Meteoric Water Mass, Quintana Roo, Mexico",2017,Journal of Hydrology,5,10.1016/j.jhydrol.2017.04.022,Journal of Hydrology,Hybrid
Development of a novel prestressing anchor for CFRP plates: Experimental investigations,2017,Composite Structures,5,10.1016/j.compstruct.2017.05.011,Composite Structures,Hybrid
Mindfulness and mind wandering: The protective effects of brief meditation in anxious individuals,2017,Consciousness and Cognition,5,10.1016/j.concog.2017.03.009,Consciousness and Cognition,Hybrid
Seeking control in the midst of uncertainty: Women's experiences of choosing mode of birth after caesarean,2017,Women and Birth,5,10.1016/j.wombi.2016.10.005,Women and Birth,Hybrid
Ask in person: You're less persuasive than you think over email,2017,Journal of Experimental Social Psychology,5,10.1016/j.jesp.2016.10.002,Journal of Experimental Social Psychology,Hybrid
A multitasking continuous time formulation for short-term scheduling of operations in multipurpose plants,2017,Computers and Chemical Engineering,5,10.1016/j.compchemeng.2016.11.012,Computers and Chemical Engineering,Hybrid
The efficacy of assisted ventilation techniques for facilitating the recovery of fish that are exhausted from simulated angling stress,2017,Fisheries Research,5,10.1016/j.fishres.2016.04.017,Fisheries Research,Hybrid
New and improved infra-red absorption cross sections and ACE-FTS retrievals of carbon tetrachloride (CCl4),2017,Journal of Quantitative Spectroscopy and Radiative Transfer,5,10.1016/j.jqsrt.2016.04.025,Journal of Quantitative Spectroscopy and Radiative Transfer,Hybrid
The effect of standing interventions on acute low-back postures and muscle activation patterns,2017,Applied Ergonomics,5,10.1016/j.apergo.2016.07.002,Applied Ergonomics,Hybrid
"Effects of multiple stresses hydropower, acid deposition and climate change on water chemistry and salmon populations in the River Otra, Norway",2017,Science of the Total Environment,5,10.1016/j.scitotenv.2016.09.044,Science of the Total Environment,Hybrid
Stochastic renewal process models for estimation of damage cost over the life-cycle of a structure,2017,Structural Safety,5,10.1016/j.strusafe.2017.03.002,Structural Safety,Hybrid
Using spectrotemporal indices to improve the fruit-tree crop classification accuracy,2017,ISPRS Journal of Photogrammetry and Remote Sensing,5,10.1016/j.isprsjprs.2017.03.019,ISPRS Journal of Photogrammetry and Remote Sensing,Hybrid
"Marine redox conditions during deposition of Late Ordovician and Early Silurian organic-rich mudrocks in the Siljan ring district, central Sweden",2017,Chemical Geology,5,10.1016/j.chemgeo.2017.03.015,Chemical Geology,Hybrid
Consensus seeking in multi-agent systems via hybrid protocols with impulse delays,2017,Nonlinear Analysis: Hybrid Systems,5,10.1016/j.nahs.2017.03.002,Nonlinear Analysis: Hybrid Systems,Hybrid
Solute pools in Nikanotee Fen watershed in the Athabasca oil sands region,2017,Environmental Pollution,5,10.1016/j.envpol.2017.03.038,Environmental Pollution,Hybrid
Are older drivers’ on-road driving error rates related to functional performance and/or self-reported driving experiences?,2017,Accident Analysis and Prevention,5,10.1016/j.aap.2017.03.006,Accident Analysis and Prevention,Hybrid
Modelling weather effects for impact analysis of residential time-of-use electricity pricing,2017,Energy Policy,5,10.1016/j.enpol.2017.03.015,Energy Policy,Hybrid
Shear confusion: Identification of the appropriate equivalent strain in simple shear using the logarithmic strain measure,2017,International Journal of Mechanical Sciences,5,10.1016/j.ijmecsci.2017.10.005,International Journal of Mechanical Sciences,Hybrid
"Keyframe-based monocular SLAM: design, survey, and future directions",2017,Robotics and Autonomous Systems,5,10.1016/j.robot.2017.09.010,Robotics and Autonomous Systems,Hybrid
Thermal management of a Sabatier reactor for CO2conversion into CH4: Simulation-based analysis,2017,Journal of CO2 Utilization,5,10.1016/j.jcou.2017.07.015,Journal of CO2 Utilization,Hybrid
The effect of type of afferent feedback timed with motor imagery on the induction of cortical plasticity,2017,Brain Research,5,10.1016/j.brainres.2017.08.025,Brain Research,Hybrid
"Carbon footprint of dietary patterns in Ontario, Canada: A case study based on actual food consumption",2017,Journal of Cleaner Production,5,10.1016/j.jclepro.2017.06.025,Journal of Cleaner Production,Hybrid
"Methane emissions dynamics from a constructed fen and reference sites in the Athabasca Oil Sands Region, Alberta",2017,Science of the Total Environment,5,10.1016/j.scitotenv.2017.01.076,Science of the Total Environment,Hybrid
Head-Mounted Display Technology for Low-Vision Rehabilitation and Vision Enhancement,2017,American Journal of Ophthalmology,5,10.1016/j.ajo.2016.12.021,American Journal of Ophthalmology,Hybrid
Evaluating zinc isotope fractionation under sulfate reducing conditions using a flow-through cell and in situ XAS analysis,2017,Geochimica et Cosmochimica Acta,5,10.1016/j.gca.2016.12.034,Geochimica et Cosmochimica Acta,Hybrid
Polyyne formation by ns and fs laser induced breakdown in hydrocarbon gas flow,2017,Carbon,5,10.1016/j.carbon.2017.01.003,Carbon,Hybrid
A multi-scale and multi-dimensional framework for enhancing the resilience of urban form to climate change,2017,Urban Climate,5,10.1016/j.uclim.2016.12.004,Urban Climate,Hybrid
Nitrate reduction and its effects on trichloroethylene degradation by granular iron,2017,Water Research,5,10.1016/j.watres.2017.01.031,Water Research,Hybrid
Cleaning high-frequency velocity profile data with autoregressive moving average (ARMA) models,2017,Flow Measurement and Instrumentation,5,10.1016/j.flowmeasinst.2016.12.005,Flow Measurement and Instrumentation,Hybrid
Micro-differential evolution: Diversity enhancement and a comparative study,2017,Applied Soft Computing Journal,5,10.1016/j.asoc.2016.09.042,Applied Soft Computing Journal,Hybrid
"Synthesis of amorphous manganese borohydride in the (NaBH4–MnCl2) system, its hydrogen generation properties and crystalline transformation during solvent extraction",2017,Journal of Energy Chemistry,5,10.1016/j.jechem.2016.08.011,Journal of Energy Chemistry,Hybrid
Transnational collaboration for sustainability in higher education: Lessons from a systematic review,2017,Journal of Cleaner Production,5,10.1016/j.jclepro.2017.07.256,Journal of Cleaner Production,Hybrid
"Frequency and temperature dependent electrochemical characteristics of carbon-based electrodes made of commercialized activated carbon, graphene and single-walled carbon nanotube",2017,Carbon,4,10.1016/j.carbon.2016.10.017,Carbon,Hybrid
Optimal allocation for electric vehicle charging stations using Trip Success Ratio,2017,International Journal of Electrical Power and Energy Systems,4,10.1016/j.ijepes.2017.03.009,International Journal of Electrical Power and Energy Systems,Hybrid
Cortisol plays a role in the high environmental ammonia associated suppression of the immune response in zebrafish,2017,General and Comparative Endocrinology,4,10.1016/j.ygcen.2017.02.016,General and Comparative Endocrinology,Hybrid
A parametric study of the nonlinear dynamics and sensitivity of a beam-rigid body microgyroscope,2017,Communications in Nonlinear Science and Numerical Simulation,4,10.1016/j.cnsns.2017.02.016,Communications in Nonlinear Science and Numerical Simulation,Hybrid
A system for selectively encapsulating porogens inside the layers during additive manufacturing: From conceptual design to the first prototype,2017,Journal of Manufacturing Processes,4,10.1016/j.jmapro.2017.03.001,Journal of Manufacturing Processes,Hybrid
Separation of Janus droplets and oil droplets in microchannels by wall-induced dielectrophoresis,2017,Journal of Chromatography A,4,10.1016/j.chroma.2017.04.027,Journal of Chromatography A,Hybrid
Passivity analysis of neural networks with two different Markovian jumping parameters and mixed time delays,2017,ISA Transactions,4,10.1016/j.isatra.2017.04.001,ISA Transactions,Hybrid
Inter-laboratory validation of a thin film microextraction technique for determination of pesticides in surface water samples,2017,Analytica Chimica Acta,4,10.1016/j.aca.2017.02.014,Analytica Chimica Acta,Hybrid
Morphology and mechanical properties of poly(?-hydroxybutyrate)/poly(?-caprolactone) blends controlled with cellulosic particles,2017,Carbohydrate Polymers,4,10.1016/j.carbpol.2017.06.053,Carbohydrate Polymers,Hybrid
Soot aggregate sizing through multiangle elastic light scattering: Influence of model error,2017,Journal of Aerosol Science,4,10.1016/j.jaerosci.2017.06.003,Journal of Aerosol Science,Hybrid
Strategic inventories with quality deterioration,2017,European Journal of Operational Research,4,10.1016/j.ejor.2016.08.062,European Journal of Operational Research,Hybrid
On the dual risk model with Parisian implementation delays in dividend payments,2017,European Journal of Operational Research,4,10.1016/j.ejor.2016.09.018,European Journal of Operational Research,Hybrid
A mechanical–thermal noise analysis of a nonlinear microgyroscope,2017,Mechanical Systems and Signal Processing,4,10.1016/j.ymssp.2016.06.005,Mechanical Systems and Signal Processing,Hybrid
On the arithmetic complexity of Strassen-like matrix multiplications,2017,Journal of Symbolic Computation,4,10.1016/j.jsc.2016.07.004,Journal of Symbolic Computation,Hybrid
An autonomous and efficient controller-based routing scheme for networking Named-Data mobility,2017,Computer Communications,4,10.1016/j.comcom.2017.02.001,Computer Communications,Hybrid
Enabling electricity access in developing countries: A probabilistic weather driven house based approach,2017,Applied Energy,4,10.1016/j.apenergy.2017.01.075,Applied Energy,Hybrid
Analysis of laterally loaded short and long piles in multilayered heterogeneous elastic soil,2017,Soils and Foundations,4,10.1016/j.sandf.2017.01.007,Soils and Foundations,Open Access
"Hydrology of a wetland-dominated headwater basin in the Boreal Plain, Alberta, Canada",2017,Journal of Hydrology,4,10.1016/j.jhydrol.2017.01.052,Journal of Hydrology,Hybrid
Disambiguating context-dependent polarity of words: An information retrieval approach,2017,Information Processing and Management,4,10.1016/j.ipm.2017.03.007,Information Processing and Management,Hybrid
Linear programming and windowing based feedrate optimization for spline toolpaths,2017,CIRP Annals - Manufacturing Technology,4,10.1016/j.cirp.2017.04.058,CIRP Annals - Manufacturing Technology,Hybrid
Enhanced DNA sensitized Tb3+luminescence in organic solvents for more sensitive detection,2017,Analytica Chimica Acta,4,10.1016/j.aca.2017.04.046,Analytica Chimica Acta,Hybrid
Comparing three models to estimate transpiration of desert shrubs,2017,Journal of Hydrology,4,10.1016/j.jhydrol.2017.05.027,Journal of Hydrology,Hybrid
"Applying GIS and statistical analysis to assess the correlation of human behaviour and ephemeral architectural features among Palaeo-Eskimo sites on Southern Baffin Island, Nunavut",2017,Journal of Archaeological Science: Reports,4,10.1016/j.jasrep.2017.05.004,Journal of Archaeological Science: Reports,Hybrid
Carbon nanomaterial-enhanced scaffolds for the creation of cardiac tissue constructs: A new frontier in cardiac tissue engineering,2017,Carbon,4,10.1016/j.carbon.2017.05.050,Carbon,Hybrid
Degradation of proteoglycan 4/lubricin by cathepsin S: Potential mechanism for diminished ocular surface lubrication in Sjögren's syndrome,2017,Experimental Eye Research,4,10.1016/j.exer.2017.05.006,Experimental Eye Research,Hybrid
Bending of rectangular orthotropic thin plates with rotationally restrained edges: A finite integral transform solution,2017,Applied Mathematical Modelling,4,10.1016/j.apm.2017.01.053,Applied Mathematical Modelling,Hybrid
Agroecology and healthy food systems in semi-humid tropical Africa: Participatory research with vulnerable farming households in Malawi,2017,Acta Tropica,4,10.1016/j.actatropica.2016.10.022,Acta Tropica,Hybrid
On modeling beam-rigid-body microgyroscopes,2017,Applied Mathematical Modelling,4,10.1016/j.apm.2016.10.001,Applied Mathematical Modelling,Hybrid
Mathematical modelling of plasticity and phenotype switching in cancer cell populations,2017,Mathematical Biosciences,4,10.1016/j.mbs.2016.11.008,Mathematical Biosciences,Hybrid
Effect of thermal annealing on properties of polycrystalline ZnO thin films,2017,Journal of Crystal Growth,4,10.1016/j.jcrysgro.2016.07.026,Journal of Crystal Growth,Hybrid
Fluorescence spectroscopy and principal component analysis of soy protein hydrolysate fractions and the potential to assess their antioxidant capacity characteristics,2017,Food Chemistry,4,10.1016/j.foodchem.2016.08.029,Food Chemistry,Hybrid
Experimental study of flow through a cluster of three equally spaced cylinders,2017,Experimental Thermal and Fluid Science,4,10.1016/j.expthermflusci.2016.08.016,Experimental Thermal and Fluid Science,Hybrid
Elastic-plastic property evaluation using a nearly flat instrumented indenter,2017,International Journal of Solids and Structures,4,10.1016/j.ijsolstr.2016.09.036,International Journal of Solids and Structures,Hybrid
Pairwise registration of TLS point clouds using covariance descriptors and a non-cooperative game,2017,ISPRS Journal of Photogrammetry and Remote Sensing,4,10.1016/j.isprsjprs.2017.10.001,ISPRS Journal of Photogrammetry and Remote Sensing,Hybrid
Pore network modeling of reaction-diffusion in hierarchical porous particles: The effects of microstructure,2017,Chemical Engineering Journal,4,10.1016/j.cej.2017.07.139,Chemical Engineering Journal,Hybrid
Sparse supervised principal component analysis (SSPCA) for dimension reduction and variable selection,2017,Engineering Applications of Artificial Intelligence,4,10.1016/j.engappai.2017.07.004,Engineering Applications of Artificial Intelligence,Hybrid
Comprehensive study on hybrid anaerobic reactor built-in with sleeve type bioelectrocatalyzed modules,2017,Chemical Engineering Journal,4,10.1016/j.cej.2017.07.167,Chemical Engineering Journal,Hybrid
Twin primes and the parity problem,2017,Journal of Number Theory,4,10.1016/j.jnt.2017.05.011,Journal of Number Theory,Hybrid
Synchrotron X-ray nano computed tomography based simulation of stress evolution in LiMn2O4electrodes,2017,Electrochimica Acta,4,10.1016/j.electacta.2017.07.089,Electrochimica Acta,Hybrid
Does sorption influence isotope ratios of chlorinated hydrocarbons under field conditions?,2017,Applied Geochemistry,4,10.1016/j.apgeochem.2017.07.016,Applied Geochemistry,Hybrid
Acidogenic digestion of food waste in a thermophilic leach bed reactor: Effect of pH and leachate recirculation rate on hydrolysis and volatile fatty acid production,2017,Bioresource Technology,4,10.1016/j.biortech.2017.08.130,Bioresource Technology,Hybrid
Power and fuel economy optimizations of gasoline engines using hydraulic variable valve actuation system,2017,Applied Energy,4,10.1016/j.apenergy.2017.08.208,Applied Energy,Hybrid
On the effect of throughout layer thickness variation on properties of additively manufactured cellular titanium structures,2017,Additive Manufacturing,4,10.1016/j.addma.2017.08.017,Additive Manufacturing,Hybrid
Regeneration of cobalt complexes by thermal decomposition and acid treatment for NO absorption,2017,Chemical Engineering Journal,4,10.1016/j.cej.2017.01.027,Chemical Engineering Journal,Hybrid
Post-event processing in social anxiety disorder: Examining the mediating roles of positive metacognitive beliefs and perceptions of performance,2017,Behaviour Research and Therapy,4,10.1016/j.brat.2017.01.002,Behaviour Research and Therapy,Hybrid
Read my lips: Visual speech influences word processing in infants,2017,Cognition,4,10.1016/j.cognition.2017.01.002,Cognition,Hybrid
Statistical analysis of the size- and rate-dependence of yield and plastic flow in nanocrystalline copper pillars,2017,Acta Materialia,4,10.1016/j.actamat.2017.01.033,Acta Materialia,Hybrid
Tuning DNA adsorption affinity and density on metal oxide and phosphate for improved arsenate detection,2017,Journal of Colloid and Interface Science,4,10.1016/j.jcis.2017.01.037,Journal of Colloid And Interface Science,Hybrid
A systematic review of interventions to promote work participation in older workers,2017,Journal of Safety Research,4,10.1016/j.jsr.2016.12.004,Journal of Safety Research,Hybrid
Effects of age on force steadiness: A literature review and meta-analysis,2017,Ageing Research Reviews,4,10.1016/j.arr.2016.11.004,Ageing Research Reviews,Hybrid
Toxicity of oil sands acid-extractable organic fractions to freshwater fish: Pimephales promelas (fathead minnow) and Oryzias latipes (Japanese medaka),2017,Chemosphere,4,10.1016/j.chemosphere.2016.12.059,Chemosphere,Hybrid
An efficient finite-difference strategy for sensitivity analysis of stochastic models of biochemical systems,2017,BioSystems,4,10.1016/j.biosystems.2016.11.006,BioSystems,Hybrid
Probabilistic finite element investigation of prestressing loss in nuclear containment wall segments,2017,Nuclear Engineering and Design,4,10.1016/j.nucengdes.2016.11.018,Nuclear Engineering and Design,Hybrid
Magmato-hydrothermal space: A new metric for geochemical characterisation of metallic ore deposits,2017,Ore Geology Reviews,4,10.1016/j.oregeorev.2016.11.001,Ore Geology Reviews,Hybrid
A constrained extended Kalman filter for the optimal estimate of kinematics and kinetics of a sagittal symmetric exercise,2017,Journal of Biomechanics,4,10.1016/j.jbiomech.2016.12.027,Journal of Biomechanics,Hybrid
Perceived timing of a postural perturbation,2017,Neuroscience Letters,4,10.1016/j.neulet.2016.12.055,Neuroscience Letters,Hybrid
Scavengers for bacteria: Rainbow trout have two functional variants of MARCO that bind to gram-negative and –positive bacteria,2017,Developmental and Comparative Immunology,3,10.1016/j.dci.2017.07.021,Developmental and Comparative Immunology,Hybrid
Concurrent photocatalytic and filtration processes using doped TiO2coated quartz fiber membranes in a photocatalytic membrane reactor,2017,Chemical Engineering Journal,3,10.1016/j.cej.2017.07.141,Chemical Engineering Journal,Hybrid
Resource extraction with a carbon tax and regime switching prices: Exercising your options,2017,Energy Economics,3,10.1016/j.eneco.2017.07.013,Energy Economics,Hybrid
Classification of EEG signals to identify variations in attention during motor task execution,2017,Journal of Neuroscience Methods,3,10.1016/j.jneumeth.2017.04.008,Journal of Neuroscience Methods,Hybrid
Seasonal variability in Northern Hemisphere atmospheric circulation during the Medieval Climate Anomaly and the Little Ice Age,2017,Quaternary Science Reviews,3,10.1016/j.quascirev.2017.04.018,Quaternary Science Reviews,Hybrid
Alternative models for markets with nonconvexities,2017,European Journal of Operational Research,3,10.1016/j.ejor.2017.02.032,European Journal of Operational Research,Hybrid
"Contrasting dual (C, Cl) isotope fractionation offers potential to distinguish reductive chloroethene transformation from breakdown by permanganate",2017,Science of the Total Environment,3,10.1016/j.scitotenv.2017.03.292,Science of the Total Environment,Hybrid
Interocular suppression in children with deprivation amblyopia,2017,Vision Research,3,10.1016/j.visres.2017.01.004,Vision Research,Hybrid
The role of NGOs in negotiating the use of biodiversity in marine areas beyond national jurisdiction,2017,Marine Policy,3,10.1016/j.marpol.2017.03.004,Marine Policy,Hybrid
Hierarchical task network planning with resources and temporal constraints,2017,Knowledge-Based Systems,3,10.1016/j.knosys.2017.06.036,Knowledge-Based Systems,Hybrid
Bacterial mobilization and transport through manure enriched soils: Experiment and modeling,2017,Journal of Environmental Management,3,10.1016/j.jenvman.2017.07.009,Journal of Environmental Management,Hybrid
